[0.014s] Invoking command in '/home/krri/OS0_Insta360-Calibration/sensor_ws/build/ouster_sensor_msgs': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake --build /home/krri/OS0_Insta360-Calibration/sensor_ws/build/ouster_sensor_msgs -- -j4 -l4
[0.056s] [35m[1mConsolidate compiler generated dependencies of target ouster_sensor_msgs__rosidl_generator_c[0m
[0.067s] [  1%] Built target ouster_sensor_msgs__cpp
[0.068s] [ 12%] Built target ouster_sensor_msgs__rosidl_generator_c
[0.077s] [ 12%] Built target ament_cmake_python_symlink_ouster_sensor_msgs
[0.083s] [35m[1mConsolidate compiler generated dependencies of target ouster_sensor_msgs__rosidl_typesupport_fastrtps_cpp[0m
[0.085s] [35m[1mConsolidate compiler generated dependencies of target ouster_sensor_msgs__rosidl_typesupport_introspection_cpp[0m
[0.092s] [35m[1mConsolidate compiler generated dependencies of target ouster_sensor_msgs__rosidl_typesupport_cpp[0m
[0.095s] [35m[1mConsolidate compiler generated dependencies of target ouster_sensor_msgs__rosidl_typesupport_fastrtps_c[0m
[0.109s] [ 23%] Built target ouster_sensor_msgs__rosidl_typesupport_cpp
[0.112s] [ 34%] Built target ouster_sensor_msgs__rosidl_typesupport_introspection_cpp
[0.115s] [ 46%] Built target ouster_sensor_msgs__rosidl_typesupport_fastrtps_cpp
[0.117s] [ 57%] Built target ouster_sensor_msgs__rosidl_typesupport_fastrtps_c
[0.124s] [35m[1mConsolidate compiler generated dependencies of target ouster_sensor_msgs__rosidl_typesupport_introspection_c[0m
[0.129s] [35m[1mConsolidate compiler generated dependencies of target ouster_sensor_msgs__rosidl_typesupport_c[0m
[0.140s] [ 68%] Built target ouster_sensor_msgs__rosidl_typesupport_c
[0.146s] [ 79%] Built target ouster_sensor_msgs__rosidl_typesupport_introspection_c
[0.168s] [ 79%] Built target ouster_sensor_msgs
[0.193s] [ 80%] Built target ouster_sensor_msgs__py
[0.203s] [35m[1mConsolidate compiler generated dependencies of target ouster_sensor_msgs__rosidl_generator_py[0m
[0.220s] [ 90%] Built target ouster_sensor_msgs__rosidl_generator_py
[0.235s] [35m[1mConsolidate compiler generated dependencies of target ouster_sensor_msgs__rosidl_typesupport_fastrtps_c__pyext[0m
[0.237s] [35m[1mConsolidate compiler generated dependencies of target ouster_sensor_msgs__rosidl_typesupport_c__pyext[0m
[0.242s] [35m[1mConsolidate compiler generated dependencies of target ouster_sensor_msgs__rosidl_typesupport_introspection_c__pyext[0m
[0.251s] [ 93%] Built target ouster_sensor_msgs__rosidl_typesupport_fastrtps_c__pyext
[0.257s] [ 96%] Built target ouster_sensor_msgs__rosidl_typesupport_c__pyext
[0.260s] [100%] Built target ouster_sensor_msgs__rosidl_typesupport_introspection_c__pyext
[0.454s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/msg/rosidl_generator_c__visibility_control.h
[0.454s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/msg/telemetry.h
[0.454s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/get_config__functions.h
[0.454s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/get_config__struct.h
[0.454s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/get_config__type_support.h
[0.455s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/get_metadata__functions.h
[0.455s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/get_metadata__struct.h
[0.455s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/get_metadata__type_support.h
[0.455s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/set_config__functions.h
[0.455s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/set_config__struct.h
[0.455s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/set_config__type_support.h
[0.455s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/get_config.h
[0.456s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/get_metadata.h
[0.456s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/set_config.h
[0.456s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/environment/library_path.sh
[0.456s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/environment/library_path.dsv
[0.457s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/msg/detail/packet_msg__rosidl_typesupport_fastrtps_c.h
[0.457s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/msg/detail/telemetry__rosidl_typesupport_fastrtps_c.h
[0.457s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/msg/rosidl_typesupport_fastrtps_c__visibility_control.h
[0.457s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/get_config__rosidl_typesupport_fastrtps_c.h
[0.457s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/get_metadata__rosidl_typesupport_fastrtps_c.h
[0.457s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/set_config__rosidl_typesupport_fastrtps_c.h
[0.458s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/msg/detail/packet_msg__builder.hpp
[0.458s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/msg/detail/packet_msg__struct.hpp
[0.459s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/msg/detail/packet_msg__traits.hpp
[0.459s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/msg/detail/packet_msg__type_support.hpp
[0.459s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/msg/detail/telemetry__builder.hpp
[0.459s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/msg/detail/telemetry__struct.hpp
[0.459s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/msg/detail/telemetry__traits.hpp
[0.459s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/msg/detail/telemetry__type_support.hpp
[0.459s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/msg/packet_msg.hpp
[0.459s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/msg/rosidl_generator_cpp__visibility_control.hpp
[0.459s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/msg/telemetry.hpp
[0.459s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/get_config__builder.hpp
[0.460s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/get_config__struct.hpp
[0.460s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/get_config__traits.hpp
[0.460s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/get_config__type_support.hpp
[0.460s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/get_metadata__builder.hpp
[0.460s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/get_metadata__struct.hpp
[0.460s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/get_metadata__traits.hpp
[0.460s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/get_metadata__type_support.hpp
[0.461s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/set_config__builder.hpp
[0.461s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/set_config__struct.hpp
[0.461s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/set_config__traits.hpp
[0.461s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/set_config__type_support.hpp
[0.461s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/get_config.hpp
[0.461s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/get_metadata.hpp
[0.461s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/set_config.hpp
[0.462s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/msg/detail/packet_msg__rosidl_typesupport_fastrtps_cpp.hpp
[0.462s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/msg/detail/telemetry__rosidl_typesupport_fastrtps_cpp.hpp
[0.462s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/msg/rosidl_typesupport_fastrtps_cpp__visibility_control.h
[0.462s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/get_config__rosidl_typesupport_fastrtps_cpp.hpp
[0.463s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/get_metadata__rosidl_typesupport_fastrtps_cpp.hpp
[0.463s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/set_config__rosidl_typesupport_fastrtps_cpp.hpp
[0.463s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/msg/detail/packet_msg__rosidl_typesupport_introspection_c.h
[0.463s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/msg/detail/telemetry__rosidl_typesupport_introspection_c.h
[0.463s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/msg/rosidl_typesupport_introspection_c__visibility_control.h
[0.463s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/get_config__rosidl_typesupport_introspection_c.h
[0.464s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/get_metadata__rosidl_typesupport_introspection_c.h
[0.464s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/set_config__rosidl_typesupport_introspection_c.h
[0.464s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/msg/detail/packet_msg__rosidl_typesupport_introspection_cpp.hpp
[0.464s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/msg/detail/telemetry__rosidl_typesupport_introspection_cpp.hpp
[0.465s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/get_config__rosidl_typesupport_introspection_cpp.hpp
[0.465s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/get_metadata__rosidl_typesupport_introspection_cpp.hpp
[0.465s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/include/ouster_sensor_msgs/ouster_sensor_msgs/srv/detail/set_config__rosidl_typesupport_introspection_cpp.hpp
[0.465s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/environment/pythonpath.sh
[0.465s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/environment/pythonpath.dsv
[0.465s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs-0.12.2-py3.10.egg-info/PKG-INFO
[0.466s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs-0.12.2-py3.10.egg-info/SOURCES.txt
[0.466s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs-0.12.2-py3.10.egg-info/dependency_links.txt
[0.466s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs-0.12.2-py3.10.egg-info/top_level.txt
[0.467s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs/__init__.py
[0.467s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs/_ouster_sensor_msgs_s.ep.rosidl_typesupport_c.c
[0.467s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs/_ouster_sensor_msgs_s.ep.rosidl_typesupport_fastrtps_c.c
[0.467s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs/_ouster_sensor_msgs_s.ep.rosidl_typesupport_introspection_c.c
[0.467s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs/libouster_sensor_msgs__rosidl_generator_py.so
[0.467s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs/msg/__init__.py
[0.467s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs/msg/_packet_msg.py
[0.468s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs/msg/_packet_msg_s.c
[0.468s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs/msg/_telemetry.py
[0.468s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs/msg/_telemetry_s.c
[0.468s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs/ouster_sensor_msgs_s__rosidl_typesupport_c.cpython-310-x86_64-linux-gnu.so
[0.468s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs/ouster_sensor_msgs_s__rosidl_typesupport_fastrtps_c.cpython-310-x86_64-linux-gnu.so
[0.468s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs/ouster_sensor_msgs_s__rosidl_typesupport_introspection_c.cpython-310-x86_64-linux-gnu.so
[0.468s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs/srv/__init__.py
[0.468s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs/srv/_get_config.py
[0.468s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs/srv/_get_config_s.c
[0.469s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs/srv/_get_metadata.py
[0.469s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs/srv/_get_metadata_s.c
[0.469s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs/srv/_set_config.py
[0.469s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs/srv/_set_config_s.c
[0.469s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs/ouster_sensor_msgs_s__rosidl_typesupport_fastrtps_c.cpython-310-x86_64-linux-gnu.so
